PLUIDM|PLUIGR|TAG|RENCENG|MINOR|KDIDM
20036431|1219410||1|1|G089
20044351|1405720||1|1|G089
10030201|1163840||1|6|G089
10035319|1192390||1|2|G089
20115133|1545230||1|2|G089
20121211|1701520||1|1|G089
20057230|1553870|V|1|2|G089
20126193|1421960||1|30|G089
10007415|1411130||1|2|G089
20095012|1511640|N|1|1|G089
20094731|1671610||1|2|G089
20055495|1311230|V|1|1|G089
20123624|||0|0|G089
20052882||N|0|1|G089
20040414|1324950|F|1|2|G089
20052208|1340270|N|1|1|G089
20057474|1555950|R|1|1|G089
10003405|0310750|N|1|1|G089
20035544|1528480|R|1|2|G089
20043118|1311870|R|1|1|G089
20054346||R|0|1|G089
20029208||R|0|1|G089
20052305|1357170|N|1|6|G089
20040829||R|0|1|G089
20123713|||0|0|G089
20115178|1632860|F|1|1|G089
20122054|1596290||1|1|G089
20129700|1603180||1|2|G089
20069793|1388650||1|1|G089
20120175|1626950|V|1|2|G089
20028767|1277540||1|1|G089
20126266|1464160|V|1|1|G089
10032483|0810050||1|2|G089
20046176|1233400||1|1|G089
20106051|1863050||1|1|G089
20090171|1418730|R|1|1|G089
20098253|1466980|R|1|1|G089
20099169|1425040|R|1|1|G089
20098836|1552410|R|1|1|G089
20102706|1505150|N|1|2|G089
20082863|1454760|N|1|1|G089
20110853|1463380|R|1|2|G089
20107729|1500660||1|2|G089
20108797|1545910|L|1|2|G089
20100138|1537820||1|10|G089
20043389|1255490|S|1|2|G089
10010102|0357420|S|1|2|G089
10025991|1165280||1|24|G089
20129849|1957870||1|6|G089
20113450|1941500|D|1|8|G089
20126817|1612230||1|2|G089
20123924||V|0|1|G089
20044008|1319130||1|12|G089
20123072|1569390||1|1|G089
20122299|1596490|N|1|1|G089
20066174|1271250|N|1|2|G089
10014875||N|0|1|G089
20063314|1358120|R|1|1|G089
20055686|1382500|R|1|1|G089
10004056|0097670|N|1|1|G089
20044584||N|0|1|G089
20132206|||0|0|G089
10000461|0329030||1|5|G089
20131284|1858230||1|2|G089
20119810|1502420|I|1|1|G089
20055287|1314850||1|2|G089
20100941|1448340|Z|1|1|G089
20092880|1305040|Z|1|100|G089
20089265||T|0|1|G089
20108810|1415370|N|1|12|G089
20113276|1626210|R|1|1|G089
20113003|1631860|R|1|1|G089
20094685|1434170|N|1|1|G089
20113512|1942480|N|1|1|G089
20119449|1435990|R|1|1|G089
20119467|1436110|R|1|1|G089
20085760|1337430|L|1|2|G089
20130634|1783090||1|10|G089
20123763|1533660||1|50|G089
20109598|1593490|T|1|2|G089
20125126|1588990||1|6|G089
20065462|1397250||1|1|G089
20045418|1532860|L|1|4|G089
10004612|0814950||1|2|G089
20123812|1487230||1|12|G089
20112835|1506810||1|12|G089
20079794|1295090|L|1|1|G089
20132203|||0|0|G089
20122929|1662160||1|0|G089
20093516|1488090||1|2|G089
20097776|1573730||1|2|G089
20016624|1153800|L|1|24|G089
10024188|0646120||1|4|G089
20025592|1177560||1|1|G089
20113383|1941930||1|2|G089
20020017|1332050|L|1|2|G089
20073409|1411080||1|2|G089
20045138|1532730|V|1|2|G089
20052859|1681210|S|1|2|G089
20042370|1201780|S|1|4|G089
20127626|1736530||1|2|G089
20098365|1467250||1|1|G089
20128379|1699570||1|1|G089
20052056|1300290||1|1|G089
20113781|1683140||1|1|G089
20111709|1672550|V|1|1|G089
20123183|1565440||1|1|G089
20120661|1781870||1|1|G089
20120669|1427700|N|1|1|G089
20056311|1499900||1|2|G089
20120782|1782030||1|1|G089
20046841|1476460||1|2|G089
10005821|0277090||1|1|G089
20122737|1698290|T|1|1|G089
10020784|0604670||1|2|G089
20066052|1271220||1|1|G089
20036194|1338860||1|2|G089
20040891|1239160||1|2|G089
20124341|1416720|V|1|1|G089
20092087|1456100||1|1|G089
20065778|1301510|S|1|12|G089
20125704|1539860||1|2|G089
20014973|1710410|L|1|10|G089
20021392|1148020|L|1|6|G089
20001645|1008800||1|1|G089
20129722|1700820||1|1|G089
10037282|1386330||1|1|G089
20131886|1860930||1|1|G089
20042207|1367120||1|1|G089
20126993|1612640||1|1|G089
20122345|||0|1|G089
20116479|1704680|I|1|3|G089
20122108|1521830|N|1|2|G089
20096149|1689650|V|1|1|G089
10004106|0095390||1|2|G089
20103167|1525880||1|1|G089
20016864|1121940|T|1|2|G089
20003398|1021730||1|1|G089
20036048|1863280|V|1|1|G089
20040018||R|0|1|G089
20053292||N|0|1|G089
10006405||N|0|1|G089
10037157||N|0|1|G089
20034263||R|0|1|G089
20025336||R|0|1|G089
20051692||N|0|1|G089
10000137|0889700|N|1|2|G089
10039111|0232430|N|1|2|G089
20038704||N|0|1|G089
20051844||R|0|1|G089
20016201|1367880|R|1|1|G089
20027804|1188580|N|1|1|G089
10012668|0554430|N|1|1|G089
20031421||N|0|1|G089
20127681|1736520||1|1|G089
20113915|1460460||1|1|G089
20047849|1267600|V|1|1|G089
10005302|0263690||1|3|G089
20023933|1191560||1|1|G089
20131214|1438750||1|1|G089
20086181|1257990||1|2|G089
20090183|||0|1|G089
20119647|1427740|N|1|1|G089
10023206|0554620||1|1|G089
20065430|1397350||1|1|G089
20052236|1372800|Z|1|1|G089
20124202|1662110||1|0|G089
20016809|1172220||1|1|G089
20131530|1661660||1|24|G089
20093221|1472290||1|40|G089
20044497|1341790||1|1|G089
20078598|1391030|N|1|5|G089
20071933||N|0|1|G089
20072226|1715080|N|1|1|G089
20072604||N|0|1|G089
20073994|1320740|R|1|1|G089
20074074|1274480|N|1|1|G089
20097469|1575450||1|1|G089
20111959|1583690||1|1|G089
20095226|1511530||1|1|G089
20041523|1320560||1|1|G089
20107794|1942170|L|1|10|G089
20130531|1591390||1|3|G089
20035829|1203040|L|1|24|G089
20074350|1373670||1|1|G089
20092089|1456050||1|1|G089
10000688|0030170|D|1|12|G089
20049626||R|0|1|G089
20036127|1399150|N|1|1|G089
10005197|0815060|N|1|1|G089
10003778||R|0|1|G089
10000076|0001660|N|1|1|G089
20019282|1138290|R|1|1|G089
20045420||N|0|1|G089
20057165||N|0|1|G089
20043145|1864230|N|1|1|G089
20107796|1423770|L|1|10|G089
10000278|0273980|S|1|24|G089
20113135|1632120||1|8|G089
20114494|1633790|L|1|4|G089
20010262|1075130||1|1|G089
20111581|1711360|V|1|12|G089
20097984|1574150||1|2|G089
20080530|1265660||1|3|G089
20117685|1501890||1|2|G089
20075757|1497880|R|1|1|G089
20076029|1352030|N|1|1|G089
20075728|1533810|R|1|2|G089
20077036|1281640|N|1|1|G089
20077312|1352480|R|1|1|G089
20027530|1544620|N|1|24|G089
20075969|1351170|N|1|1|G089
20079874|1389760|N|1|1|G089
20081623|1391260|R|1|1|G089
20081825|1320370|R|1|1|G089
20081602|1303970|R|1|1|G089
20075331|1492620|N|1|1|G089
20079807|1346630|N|1|1|G089
20121373|1673850||1|1|G089
20048670|1257280||1|1|G089
20093627|1488100||1|3|G089
20064415|1518060|V|1|1|G089
20065095|1371650|T|1|1|G089
20034557|1265010|G|1|1|G089
10000975|0037140|S|1|24|G089
20041857||N|0|1|G089
20054650||R|0|1|G089
20032462|1337650|R|1|1|G089
20056966|1553330|R|1|4|G089
20017777||N|0|1|G089
20051191|1394770|N|1|1|G089
20052785|1668250|F|1|1|G089
20053853||N|0|1|G089
10025292|0736180|R|1|1|G089
20048550||N|0|1|G089
20049151||N|0|1|G089
20025695|1369900|R|1|1|G089
20045683||R|0|1|G089
10037663||N|0|1|G089
20027718|1205290|N|1|2|G089
20034786|1863900|N|1|1|G089
20033475|1863940|N|1|1|G089
20037737||N|0|1|G089
20037349||N|0|1|G089
20054842||N|0|1|G089
20061655|1443270|N|1|1|G089
20059501|1295140|N|1|24|G089
10001799|0453710|N|1|5|G089
20098255|1467000|R|1|1|G089
20098876|1422900|N|1|1|G089
20096810|1642880|N|1|10|G089
20099801|1653810|N|1|1|G089
20099539|1489630|R|1|1|G089
10006419|1000360|N|1|1|G089
20098259|1467040|R|1|1|G089
20070822||N|0|1|G089
20070063|1864940|N|1|1|G089
20071127||N|0|1|G089
10001629|1450450|N|1|2|G089
20071342||N|0|1|G089
20071926||N|0|1|G089
20063089|1388440|N|1|1|G089
20066505|1345240|N|1|1|G089
20073766||N|0|1|G089
20066677|1349910|F|1|1|G089
20065456||N|0|1|G089
20067464|1686410|R|1|1|G089
20067613||N|0|1|G089
20068402|1556890|N|1|1|G089
20067574||N|0|1|G089
20068123|1311380|R|1|1|G089
20067614||R|0|1|G089
20067562|1479320|R|1|1|G089
20069738||N|0|1|G089
20071328||N|0|1|G089
20071364||N|0|1|G089
20071934||N|0|1|G089
20070187||N|0|1|G089
20073781||N|0|1|G089
20026736||N|0|1|G089
20055969||N|0|1|G089
20052029|1481290|N|1|1|G089
10034695||N|0|0|G089
20044307||N|0|4|G089
20038215||R|0|1|G089
20037925||N|0|1|G089
20037155|1320930|N|1|24|G089
20039637|1347300|R|1|24|G089
20052932||R|0|1|G089
20054683||N|0|1|G089
20042020||R|0|1|G089
20096745|1470540|R|1|1|G089
20099650|1536030|N|1|1|G089
20102302|1700600|N|1|1|G089
20102715|1505120|N|1|2|G089
20099560|1489670|N|1|1|G089
20101210|1461510|V|1|1|G089
20105808|1491950|R|1|1|G089
20107649|1500640|N|1|1|G089
20105249|1824380|R|1|1|G089
20107849|1423790|R|1|2|G089
20111565|1583140|N|1|1|G089
20112363|1584050|N|1|2|G089
20092044|1502160|R|1|6|G089
20075665|1497810|R|1|1|G089
20077068|1280890|N|1|1|G089
20078829|1452570|N|1|0|G089
20082404|1411620|N|1|1|G089
20082656|1454260|R|1|1|G089
20083542|1530600|N|1|2|G089
20084743|1499270|N|1|1|G089
20058328||N|0|1|G089
20048764||N|0|1|G089
20002342||N|0|1|G089
20045245|1532710|N|1|1|G089
20052955|1261960|N|1|1|G089
20053960||R|0|1|G089
20054260||R|0|1|G089
20045500|1864110|N|1|1|G089
20045601|1195540|R|1|1|G089
20062247||N|0|1|G089
20062011|1373280|N|1|1|G089
20054109||R|0|1|G089
20037822|1326200|N|1|1|G089
20055212|1386530|F|1|1|G089
20054890||N|0|1|G089
20054812|1652730|N|1|1|G089
20045027||R|0|1|G089
20047648||N|0|1|G089
20056304||N|0|1|G089
10028738||N|0|1|G089
20028973||N|0|1|G089
20053581||R|0|1|G089
20052018||N|0|1|G089
20053902||N|0|1|G089
20053863|1357880|R|1|1|G089
20042426||N|0|1|G089
20055218|1386580|F|1|2|G089
20044819||R|0|3|G089
20046627|1278770|N|1|1|G089
20024837|1534170|N|1|40|G089
20057077||R|0|1|G089
20055999||N|0|1|G089
20049610|1376990|N|1|24|G089
20043382|1520980|N|1|2|G089
10024873||N|0|1|G089
20054558||R|0|1|G089
20055555|1315480|N|1|1|G089
10014200|0428010|N|1|1|G089
10036503|1082760|N|1|1|G089
20056148|1396550|N|1|1|G089
20021843||N|0|1|G089
20050005||N|0|1|G089
10004526|0889730|N|1|1|G089
10026137|1302730|R|1|2|G089
20023024||N|0|1|G089
20046459|1399750|N|1|1|G089
20048662||R|0|1|G089
10016571|0473030|N|1|40|G089
20027449|1526390|N|1|1|G089
20031169||N|0|1|G089
10000526|0450230|N|1|1|G089
20043329|1282560|R|1|1|G089
20017013|1122700|N|1|1|G089
20049141||N|0|1|G089
20046440|1399820|R|1|1|G089
20051839|1481030|N|1|1|G089
20057013||N|0|1|G089
20072643|1649890|N|1|1|G089
20072645||N|0|1|G089
20074067|1274590|N|1|1|G089
20074039|1274330|N|1|1|G089
20074065|1274620|N|1|1|G089
20075732|1294290|N|1|2|G089
20015912||N|0|1|G089
20037330|1363910|R|1|1|G089
20046905|1163670|F|1|1|G089
10013116|0408270|N|1|1|G089
20017973|1183200|N|1|1|G089
20017495|1125560|R|1|12|G089
20049564||N|0|1|G089
20056924||N|0|1|G089
10009947||N|0|1|G089
20030486|1385210|N|1|2|G089
20055842||N|0|1|G089
20046738|1864430|N|1|1|G089
20046609||N|0|1|G089
20053300||N|0|30|G089
20055264||N|0|1|G089
20039443||N|0|1|G089
20037843||R|0|3|G089
20041995||R|0|1|G089
20040903||N|0|4|G089
20045295|1532770|N|1|1|G089
20052017|1481140|N|1|1|G089
20024588||N|0|1|G089
10015471|1284910|N|1|3|G089
10029640|0776400|N|1|10|G089
20003124|1267630|N|1|1|G089
10009782|1308110|N|1|1|G089
10010244||R|0|1|G089
20004422||N|0|1|G089
20128211|1660380||1|1|G089
20131008|1574780||1|1|G089
20056800|1555570||1|4|G089
20124984|1463670||1|5|G089
20013924|1105600||1|1|G089
20082864|1454770|L|1|2|G089
20126987|1736020||1|1|G089
20120259|1595910||1|1|G089
20018012|1161480||1|2|G089
20076013|1351720|N|1|1|G089
20076773|1280620|R|1|1|G089
20076781|1280660|N|1|1|G089
20076442|1514640|N|1|1|G089
20076895|1280930|R|1|1|G089
20078835|1452500|R|1|1|G089
20078099|1391050|N|1|1|G089
20081137|1320060|N|1|1|G089
20080302|1390650|N|1|30|G089
20069698|1313510|R|1|1|G089
20072800|1373910|N|1|1|G089
20083531|1530540|N|1|2|G089
20084678|1499160|R|1|1|G089
20085733|1393340|N|1|60|G089
20117604|1595140|R|1|2|G089
20119869|1484260|N|1|2|G089
10006149|0011730|F|1|1|G089
20101213|1461560|V|1|1|G089
20123188|1565570|N|1|2|G089
20125914|1540780|N|1|2|G089
20030733||N|0|1|G089
20052496|1668910|N|1|20|G089
20040636||R|0|1|G089
20047659|1437730|N|1|1|G089
20038273||N|0|1|G089
10026782|0864180|N|1|12|G089
20030677||R|0|12|G089
20046519|1278230|R|1|1|G089
20046208|1180020|N|1|1|G089
20048119|1180930|R|1|1|G089
20007397|1051350|N|1|10|G089
20046458|1278220|N|1|1|G089
20043130|1326890|R|1|1|G089
20056316||N|0|5|G089
20048319||R|0|1|G089
20043172||R|0|1|G089
20044177||R|0|1|G089
20048208||N|0|1|G089
20037380|1403990|N|1|2|G089
20117207|1485950|V|1|1|G089
20117208|1485980||1|1|G089
20131670|1783900||1|1|G089
20034340|1355070|V|1|1|G089
20034034|1161250||1|1|G089
20021330|1339670||1|1|G089
10013360|0412040||1|1|G089
10016079|1136970||1|4|G089
20027090|1378700||1|1|G089
20053651|1402710||1|1|G089
20045887|1356110||1|1|G089
20102839|1525290|N|1|1|G089
20045179|1306490|N|1|1|G089
20081587|1294140|N|1|1|G089
20066383|1492650|N|1|1|G089
20048759|1274800|N|1|1|G089
20029838|1382650|R|1|2|G089
20010775|1078960|R|1|1|G089
20047698||N|0|1|G089
10003302|0062940|N|1|1|G089
20047499|1283130|N|1|1|G089
20046306||N|0|1|G089
20048178|1864540|N|1|1|G089
10038385|0114330|N|1|1|G089
20047254||F|0|3|G089
20064019||R|0|1|G089
20063861|1358790|N|1|1|G089
20065380|1318100|R|1|1|G089
20067263||N|0|1|G089
20065861||N|0|1|G089
20067428||N|0|1|G089
20065408|1514550|R|1|1|G089
20066600||N|0|1|G089
20067867||N|0|1|G089
20068127|1311480|R|1|1|G089
20119474|1436030|R|1|1|G089
20119757||R|0|1|G089
20121469|1673620|N|1|24|G089
20124205|1510280|N|1|12|G089
20063072||N|0|1|G089
20064886||R|0|1|G089
10025373|0734460||1|1|G089
10031256|0719360||1|1|G089
20040575|1221110|S|1|2|G089
10010509|0361810||1|3|G089
20073496|1292850||1|1|G089
20127574|1736480||1|1|G089
10038692|0162920||1|10|G089
20027186|1213740||1|2|G089
20115506|1825380||1|2|G089
20105001|1709570||1|10|G089
20001380|1331150||1|1|G089
10032310|1358960||1|50|G089
20056340|1342000||1|1|G089
20119279|1468910|Z|1|1|G089
10033560|1342450||1|1|G089
20044766|1179130|R|1|1|G089
20033716||N|0|1|G089
20052555||N|0|1|G089
20058880||R|0|1|G089
20057459||R|0|2|G089
20031295|1528470|R|1|2|G089
20045701|1241830|F|1|1|G089
20037130||N|0|1|G089
20012953|1096410|N|1|1|G089
20047150||R|0|1|G089
20072070|1353590|N|1|1|G089
20090432|1548290|N|1|1|G089
20077169||R|0|1|G089
20069796|1318160|N|1|1|G089
20070385|1529150|F|1|1|G089
20069091|1557490|N|1|1|G089
10010396||N|0|1|G089
20047500|1283140|N|1|1|G089
20053903|1383170|R|1|1|G089
20052303|1669450|N|1|1|G089
20047530|1864310|N|1|1|G089
20047611|1864370|N|1|1|G089
20045032|1178970|R|1|2|G089
20036339|1235910|R|1|1|G089
20045882||F|0|1|G089
20045883||F|0|1|G089
20046793||N|0|1|G089
20039348|1277940|F|1|1|G089
20064478||N|0|1|G089
20064112|1373590|R|1|3|G089
20067268||N|0|1|G089
20065865||N|0|1|G089
20068256|1556870|N|1|1|G089
20068901||N|0|1|G089
20069647|1310730|N|1|1|G089
20069780|1388570|N|1|1|G089
20069301||N|0|1|G089
20069653|1310670|N|1|1|G089
20069740||N|0|1|G089
20069799|1478060|N|1|1|G089
20070661|1318440|N|1|1|G089
20069752||N|0|1|G089
20070989|1478010|R|1|1|G089
20071028|1686500|R|1|1|G089
20070971|1388810|R|1|1|G089
20112940|1483520|R|1|1|G089
20099790|1459510|N|1|1|G089
10037405|0005530|D|1|2|G089
20124837|1445840||1|1|G089
10000772|0033580||1|1|G089
10032795|0873130||1|1|G089
20025359|1212290||1|2|G089
20014281|1166370||1|2|G089
10027527|0757380||1|12|G089
20115489|1825320||1|2|G089
20053100|1349690||1|2|G089
20129927|1840690|F|1|1|G089
20129265|1707140|I|1|1|G089
10011237|0377990|N|1|1|G089
20092082|1502180|N|1|1|G089
20092721|1400960|F|1|1|G089
20094166|1818490|N|1|6|G089
20094769|1457180|R|1|2|G089
20095754|1541960|N|1|1|G089
20094672|1690300|N|1|1|G089
20084077|1690190|N|1|1|G089
20028793|1513610|N|1|2|G089
20058080|1373260|N|1|1|G089
20048866||N|0|1|G089
10003929|1028050|N|1|1|G089
10005145|0813730|N|1|1|G089
20034679|1301260|R|1|1|G089
20034256|1165540|R|1|1|G089
20053571||R|0|1|G089
20010464||N|0|0|G089
10007969||R|0|3|G089
10016469||N|0|1|G089
20054604||N|0|1|G089
20023059|1277980|R|1|1|G089
10027664|0759580|N|1|1|G089
20072020|1714490|N|1|2|G089
20071652|1372750|N|1|1|G089
20060252|1527690|N|1|1|G089
10034949|1347320|N|1|1|G089
20027464||N|0|1|G089
10003911||N|0|5|G089
20063254|1291880|N|1|1|G089
20061780||N|0|1|G089
20112388|1588540||1|1|G089
20114257|1460840|Z|1|1|G089
20121187|1634840|J|1|6|G089
20122932|||0|0|G089
20105993|1416000|Z|1|1|G089
20108609|1415580|I|1|2|G089
20096603|1469590|I|1|1|G089
20113516|1941980|T|1|1|G089
20085773|1430260||1|1|G089
10038881|1456830||1|12|G089
10013100|0416410||1|12|G089
10015427|1667050|R|1|1|G089
20071653|1372730|N|1|1|G089
20072612||N|0|1|G089
20023515|1372610|R|1|1|G089
20074055|1320620|N|1|1|G089
20073927|1389440|N|1|2|G089
20074397|1686530|N|1|1|G089
20075741|1533890|N|1|1|G089
20075880|1498300|N|1|1|G089
20077031|1281610|N|1|1|G089
20054838|1535120|N|1|1|G089
20060474||R|0|1|G089
20008416|1060140|N|1|1|G089
20054264||R|0|1|G089
20054256||R|0|1|G089
20062245|1864800|N|1|1|G089
20062123|1864780|N|1|1|G089
20034808|1184370|R|1|12|G089
20062653||N|0|1|G089
10030805|1175060|R|1|2|G089
10027400|1403520|N|1|12|G089
20057793|1481550|N|1|1|G089
20048676||N|0|1|G089
20048754||N|0|1|G089
20041662||R|0|1|G089
20056683||N|0|1|G089
20063498|1352400|R|1|1|G089
20042365|1373110|N|1|1|G089
20047046||N|0|1|G089
20056216||N|0|1|G089
20055100|1386730|N|1|1|G089
20055149||N|0|1|G089
20043073|1326660|N|1|1|G089
20026083|1251600||1|2|G089
20065236|1263430||1|2|G089
20003567|1023170||1|2|G089
10025006|1229860||1|3|G089
20055300|1314570||1|2|G089
20129283|1706710||1|1|G089
20096494|1473110||1|2|G089
20071386|1343500||1|2|G089
20109597|1593500|L|1|2|G089
20073396|1411010||1|3|G089
20066758|1316190||1|2|G089
20124342|1416730|V|1|1|G089
10039945|1112440||1|1|G089
20078770|1534430|N|1|1|G089
20080202|1390440|R|1|1|G089
20082135|1391490|N|1|1|G089
20082253|1454110|N|1|1|G089
20084712|1499040|R|1|2|G089
20084774|1304050|R|1|1|G089
20085040|1304690|R|1|1|G089
20085120|1346290|N|1|2|G089
20048305|1329370|R|1|2|G089
20055856|1286240|N|1|1|G089
20040149|1259900|R|1|1|G089
10037784|0889840|N|1|1|G089
20058262||N|0|1|G089
20048761||N|0|1|G089
20035615|1246940|R|1|1|G089
20053567||N|0|1|G089
20045636|1241680|N|1|1|G089
20038536|1195210|N|1|1|G089
20037014|1339480|R|1|1|G089
20028758|1385190|N|1|1|G089
20028805||N|0|1|G089
20057391|1311240|R|1|1|G089
20071577|1450530|R|1|2|G089
20070832||N|0|1|G089
20071143|1676350|N|1|2|G089
20071090|1676040|R|1|1|G089
20072061|1318590|N|1|1|G089
20071952||N|0|1|G089
20071365||N|0|1|G089
20073184|1410990|N|1|1|G089
20073997|1311940|N|1|1|G089
20074081|1274350|N|1|1|G089
20074404|1686600|N|1|1|G089
10002307|0891970|N|1|2|G089
20040747||N|0|1|G089
20043315||N|0|1|G089
20019281|1138270|R|1|1|G089
20057397||N|0|1|G089
20057160||N|0|1|G089
20014371||N|0|1|G089
20041859|1232620|N|1|2|G089
20037648|1348340|R|1|1|G089
20037109||R|0|1|G089
20054886||N|0|1|G089
20019066|1373170|N|1|1|G089
20038042|1519300||1|1|G089
20104406|1543770||1|1|G089
20098001|1574230|L|1|1|G089
20077483|1352850|S|1|1|G089
10010480|0362830||1|1|G089
10004068|0030880|L|1|2|G089
20015040|1111160||1|2|G089
20017478|1288550||1|2|G089
20128852|1564560|N|1|2|G089
20087003|1687730|R|1|1|G089
20008986|1064500|N|1|2|G089
20030644|1144730|N|1|1|G089
10000159|1574450||1|2|G089
10000149|1484080||1|2|G089
20122907|1569200||1|1|G089
20063023||N|0|1|G089
20054702||R|0|1|G089
20048705||R|0|1|G089
10007290||N|0|40|G089
20025761|1250850|N|1|1|G089
10004568|0467330|N|1|20|G089
10026708|1341960|N|1|1|G089
20031306||N|0|1|G089
10026950|0752580|N|1|2|G089
20039984|1230110|N|1|1|G089
20054911|1535020|N|1|2|G089
20057390|1356500|N|1|1|G089
10000547|0018740|N|1|5|G089
20014010||R|0|1|G089
20062925|1380810|R|1|1|G089
20075183|1549730|N|1|1|G089
20075748|1497630|N|1|1|G089
20075586|1550330|N|1|2|G089
20076015|1351780|N|1|1|G089
20077027|1281520|N|1|1|G089
20078597|1391110|N|1|30|G089
20079011|1452630|R|1|1|G089
20082196|1411330|N|1|4|G089
20082251|1411490|N|1|1|G089
20048704||R|0|1|G089
10017484||N|0|1|G089
20051512|1480970|N|1|3|G089
20058292||N|0|1|G089
20048005|1307780|N|1|1|G089
20042759|1288740|N|1|1|G089
20017974|1183210|N|1|2|G089
20048675||N|0|1|G089
20048673||N|0|1|G089
20072630|1686350|N|1|1|G089
20073783|1311970|N|1|1|G089
20073698|1293600|N|1|12|G089
20075369|1550150|N|1|1|G089
20075349|1549580|N|1|1|G089
20074396|1686520|N|1|1|G089
20074403|1686590|R|1|1|G089
20075178|1549630|N|1|1|G089
20075744|1497650|R|1|1|G089
20123474|1486850|N|1|6|G089
20115157|1632890||1|2|G089
20017225|1123900||1|2|G089
20014623|1112190||1|2|G089
10000210|0004370|L|1|2|G089
10036821|0031830||1|2|G089
20037353|1363990||1|2|G089
20004868|1033360||1|1|G089
20114042|1711920||1|1|G089
20102703|1505140|R|1|2|G089
20103702|1508830|N|1|1|G089
20099558|1489470|N|1|2|G089
20104756|1709310|R|1|1|G089
20131387|1660950|G|1|1|G089
20113537|1942570|R|1|1|G089
20111648|1583350|N|1|2|G089
20112962|1631870|N|1|2|G089
20115683|1826520|F|1|1|G089
20131990|1860690||1|10|G089
20119741|1484490|R|1|0|G089
10039925|0888700|N|1|2|G089
20019168||N|0|40|G089
20033575|1300310|N|1|1|G089
20031655||N|0|1|G089
20032166||N|0|1|G089
20035043||N|0|1|G089
10000674||N|0|2|G089
20021559|1339000|N|1|2|G089
20013378|1277610|R|1|1|G089
20025257|1216780|F|1|1|G089
20011536||R|0|1|G089
10024256|1535100|R|1|2|G089
20076116|1351760|N|1|1|G089
20076031|1352040|N|1|1|G089
20071792|1335870|N|1|1|G089
20076000|1351460|R|1|1|G089
20077172||R|0|1|G089
20074977|1687020|N|1|40|G089
20077117|1265180|N|1|1|G089
20077010|1281130|N|1|1|G089
20047708|1283750|N|1|1|G089
20035012|1390360|N|1|1|G089
20081585|1294120|N|1|1|G089
20082943|1529890|N|1|6|G089
20084488|1498650|R|1|2|G089
20084744|1499250|N|1|1|G089
10003873|0010160|S|1|3|G089
20109613|1712570||1|2|G089
20085765|1430240||1|1|G089
20109454|1712650||1|2|G089
20088106|1323780||1|1|G089
20130008|1840650||1|1|G089
20013832|1102900||1|1|G089
20102393|1700630||1|1|G089
20096777|1470600|T|1|1|G089
20123092|1569800|N|1|1|G089
20117247|1781420|N|1|40|G089
20123674|||0|0|G089
20123697|||0|0|G089
20123580|||0|0|G089
20123741|||0|0|G089
20107566|1500610|N|1|1|G089
20117817|1594620|R|1|1|G089
20120425|1627540|N|1|2|G089
20085792|1430490|R|1|1|G089
20080090|1390580|N|1|1|G089
20084961|1430370|N|1|1|G089
20087006|1687760|R|1|1|G089
20079820|1294900|N|1|10|G089
20087281|1374280|N|1|1|G089
10031037|1262610|N|1|1|G089
20054309|1308870|R|1|1|G089
20088385|1515510|R|1|1|G089
20089866|1296730|R|1|8|G089
20090338|1419350|R|1|1|G089
